Year,Team,Sport,Coach,Host,Events,Athletes,GDP,Gold,Total,Score
2008,Japan,Fencing,-0.2720797484067361,-0.22851547244951506,-0.3686554880446605,-0.42723849645548984,0.011462159009436437,0,1,5
2008,Japan,Gymnastics,-0.2720797484067361,-0.22851547244951506,0.4338734069289963,-0.42723849645548984,0.011462159009436437,0,7,35
2008,Japan,Judo,-0.2720797484067361,-0.22851547244951506,0.032608959442167886,-0.42723849645548984,0.011462159009436437,4,7,49
2008,Japan,Swimming,-0.2720797484067361,-0.22851547244951506,1.8382989731328954,-0.42723849645548984,0.011462159009436437,2,8,32
2008,Russia,Fencing,-0.2720797484067361,-0.22851547244951506,-0.3686554880446605,0.4136050496526221,-0.47948954086511586,4,4,40
2008,Russia,Gymnastics,-0.2720797484067361,-0.22851547244951506,0.4338734069289963,0.4136050496526221,-0.47948954086511586,0,2,4
2008,Russia,Shooting,-0.2720797484067361,-0.22851547244951506,0.33355729505728915,0.4136050496526221,-0.47948954086511586,0,4,14
2008,Russia,Swimming,-0.2720797484067361,-0.22851547244951506,1.8382989731328954,0.4136050496526221,-0.47948954086511586,1,8,39
2008,Russia,Tennis,-0.2720797484067361,-0.22851547244951506,-0.8702360474031959,0.4136050496526221,-0.47948954086511586,1,3,17
2008,Russia,Volleyball,-0.2720797484067361,-0.22851547244951506,-0.970552159274903,0.4136050496526221,-0.47948954086511586,0,12,24
2008,Switzerland,Tennis,-0.2720797484067361,-0.22851547244951506,-0.8702360474031959,-2.350812088237061,-0.6583277490255655,2,2,20
2008,United States,Equestrianism,0.9515200624689386,-0.22851547244951506,-0.7699199355314889,1.289003809984355,1.4371684243237917,4,6,47
2008,United States,Fencing,-0.2720797484067361,-0.22851547244951506,-0.3686554880446605,1.289003809984355,1.4371684243237917,1,13,58
2008,United States,Gymnastics,0.9515200624689386,-0.22851547244951506,0.4338734069289963,1.289003809984355,1.4371684243237917,2,20,89
2008,United States,Judo,-0.2720797484067361,-0.22851547244951506,0.032608959442167886,1.289003809984355,1.4371684243237917,0,1,2
2008,United States,Shooting,-0.2720797484067361,-0.22851547244951506,0.132925071313875,1.289003809984355,1.4371684243237917,2,6,34
2008,United States,Swimming,6.253785909596862,-0.22851547244951506,1.8382989731328954,1.289003809984355,1.4371684243237917,31,68,447
2008,United States,Volleyball,-0.06814644659412361,-0.22851547244951506,-0.970552159274903,1.289003809984355,1.4371684243237917,12,24,180
2012,Australia,Swimming,-0.2720797484067361,-0.22851547244951506,1.8382989731328954,-0.08168635421927946,-0.5102925430011159,7,32,171
2012,Brazil,Gymnastics,-0.2720797484067361,-0.22851547244951506,0.4338734069289963,-1.3026372567872229,-0.378431432347129,1,1,10
2012,Brazil,Judo,-0.2720797484067361,-0.22851547244951506,0.032608959442167886,-1.3026372567872229,-0.378431432347129,1,4,16
2012,Brazil,Swimming,-0.2720797484067361,-0.22851547244951506,1.8382989731328954,-1.3026372567872229,-0.378431432347129,0,2,7
2012,Brazil,Volleyball,-0.06814644659412361,-0.22851547244951506,-0.970552159274903,-1.3026372567872229,-0.378431432347129,12,24,180
2012,China,Badminton,1.0874755970106802,-0.22851547244951506,-0.8702360474031959,-0.32933205615523026,0.5179536788975744,2,4,27
2012,China,Fencing,-0.2720797484067361,-0.22851547244951506,-0.3686554880446605,-0.32933205615523026,0.5179536788975744,5,6,52
2012,China,Gymnastics,-0.2720797484067361,-0.22851547244951506,0.4338734069289963,-0.32933205615523026,0.5179536788975744,8,12,97
2012,China,Judo,-0.2720797484067361,-0.22851547244951506,0.032608959442167886,-0.32933205615523026,0.5179536788975744,0,2,7
2012,China,Shooting,2.7869197787824507,-0.22851547244951506,0.132925071313875,-0.32933205615523026,0.5179536788975744,2,7,36
2012,China,Swimming,-0.2720797484067361,-0.22851547244951506,1.8382989731328954,-0.32933205615523026,0.5179536788975744,5,15,76
2012,France,Judo,-0.2720797484067361,-0.22851547244951506,0.032608959442167886,-0.565459353349974,-0.34587624269350403,2,7,30
2012,Germany,Equestrianism,-0.2720797484067361,-0.22851547244951506,-0.7699199355314889,-0.15079678266652152,-0.21080775544422864,6,10,77
2012,Italy,Fencing,0.3397201570311013,-0.22851547244951506,-0.3686554880446605,-0.8419010671389423,-0.4322532152121,18,32,220
2012,Italy,Gymnastics,-0.2720797484067361,-0.22851547244951506,0.4338734069289963,-0.8419010671389423,-0.4322532152121,0,1,2
2012,Italy,Judo,-0.2720797484067361,-0.22851547244951506,0.032608959442167886,-0.8419010671389423,-0.4322532152121,0,1,2
2012,Italy,Shooting,-0.2720797484067361,-0.22851547244951506,0.132925071313875,-0.8419010671389423,-0.4322532152121,2,5,35
2012,Italy,Swimming,-0.2720797484067361,-0.22851547244951506,1.8382989731328954,-0.8419010671389423,-0.4322532152121,0,1,2
2012,Italy,Volleyball,-0.2720797484067361,-0.22851547244951506,-0.970552159274903,-0.8419010671389423,-0.4322532152121,0,12,24
2012,Japan,Fencing,-0.2720797484067361,-0.22851547244951506,-0.3686554880446605,-0.7209578173562687,0.183447272019486,0,4,20
2012,Japan,Gymnastics,-0.2720797484067361,-0.22851547244951506,0.4338734069289963,-0.7209578173562687,0.183447272019486,1,7,40
2012,Japan,Judo,-0.2720797484067361,-0.22851547244951506,0.032608959442167886,-0.7209578173562687,0.183447272019486,1,7,31
2012,Japan,Swimming,-0.2720797484067361,-0.22851547244951506,1.8382989731328954,-0.7209578173562687,0.183447272019486,0,17,52
2012,Japan,Volleyball,-0.2720797484067361,-0.22851547244951506,-0.970552159274903,-0.7209578173562687,0.183447272019486,0,12,24
2012,Russia,Badminton,-0.2720797484067361,-0.22851547244951506,-0.8702360474031959,0.11988572875184328,-0.4186439588283662,0,2,4
2012,Russia,Fencing,-0.2720797484067361,-0.22851547244951506,-0.3686554880446605,0.11988572875184328,-0.4186439588283662,0,6,27
2012,Russia,Gymnastics,-0.2720797484067361,-0.22851547244951506,0.4338734069289963,0.11988572875184328,-0.4186439588283662,1,12,53
2012,Russia,Judo,-0.2720797484067361,-0.22851547244951506,0.032608959442167886,0.11988572875184328,-0.4186439588283662,3,5,37
2012,Russia,Shooting,-0.2720797484067361,-0.22851547244951506,0.132925071313875,0.11988572875184328,-0.4186439588283662,0,1,2
2012,Russia,Swimming,-0.2720797484067361,-0.22851547244951506,1.8382989731328954,0.11988572875184328,-0.4186439588283662,0,9,24
2012,Russia,Tennis,-0.2720797484067361,-0.22851547244951506,-0.8702360474031959,0.11988572875184328,-0.4186439588283662,0,1,5
2012,Russia,Volleyball,-0.2720797484067361,-0.22851547244951506,-0.970552159274903,0.11988572875184328,-0.4186439588283662,12,12,120
2012,Switzerland,Tennis,-0.2720797484067361,-0.22851547244951506,-0.8702360474031959,-2.293220064531026,-0.6406851859586632,0,1,5
2012,United States,Fencing,-0.2720797484067361,-0.22851547244951506,-0.3686554880446605,0.8570636321890921,1.6561328479434334,0,4,8
2012,United States,Gymnastics,0.9515200624689386,-0.22851547244951506,0.4338734069289963,0.8570636321890921,1.6561328479434334,7,10,79
2012,United States,Judo,-0.2720797484067361,-0.22851547244951506,0.032608959442167886,0.8570636321890921,1.6561328479434334,1,2,12
2012,United States,Shooting,-0.2720797484067361,-0.22851547244951506,0.132925071313875,0.8570636321890921,1.6561328479434334,3,4,32
2012,United States,Swimming,6.253785909596862,-0.22851547244951506,1.8382989731328954,0.8570636321890921,1.6561328479434334,41,68,512
2012,United States,Tennis,-0.2720797484067361,-0.22851547244951506,-0.8702360474031959,0.8570636321890921,1.6561328479434334,1,1,10
2012,United States,Volleyball,-0.2720797484067361,-0.22851547244951506,-0.970552159274903,0.8570636321890921,1.6561328479434334,0,12,60
2016,Australia,Equestrianism,-0.2720797484067361,-0.22851547244951506,-0.7699199355314889,-0.058649544736865435,-0.555536633217075,0,4,8
2016,Australia,Shooting,-0.2720797484067361,-0.22851547244951506,0.132925071313875,-0.058649544736865435,-0.555536633217075,1,1,10
2016,Australia,Swimming,-0.2720797484067361,-0.22851547244951506,1.8382989731328954,-0.058649544736865435,-0.555536633217075,7,32,162
2016,Brazil,Gymnastics,-0.2720797484067361,4.376071297408213,0.4338734069289963,0.29266179986994845,-0.476904341329597,0,3,12
2016,Brazil,Judo,-0.2720797484067361,4.376071297408213,0.032608959442167886,0.29266179986994845,-0.476904341329597,1,3,14
2016,Brazil,Shooting,-0.2720797484067361,4.376071297408213,0.132925071313875,0.29266179986994845,-0.476904341329597,0,1,5
2016,Brazil,Swimming,-0.2720797484067361,4.376071297408213,1.8382989731328954,0.29266179986994845,-0.476904341329597,0,1,2
2016,Brazil,Volleyball,-0.06814644659412361,4.376071297408213,-0.970552159274903,0.29266179986994845,-0.476904341329597,12,12,120
2016,Canada,Equestrianism,-0.2720797484067361,-0.22851547244951506,-0.7699199355314889,-0.7094394126150617,-0.5165374774115659,0,1,2
2016,China,Badminton,1.0874755970106802,-0.22851547244951506,-0.8702360474031959,-0.21414800874316012,0.9144403995569435,1,1,10
2016,China,Fencing,-0.2720797484067361,-0.22851547244951506,-0.3686554880446605,-0.21414800874316012,0.9144403995569435,0,5,22
2016,China,Gymnastics,-0.2720797484067361,-0.22851547244951506,0.4338734069289963,-0.21414800874316012,0.9144403995569435,0,10,20
2016,China,Judo,-0.2720797484067361,-0.22851547244951506,0.032608959442167886,-0.21414800874316012,0.9144403995569435,0,2,4
2016,China,Shooting,2.7869197787824507,-0.22851547244951506,0.132925071313875,-0.21414800874316012,0.9144403995569435,1,7,28
2016,China,Swimming,-0.2720797484067361,-0.22851547244951506,1.8382989731328954,-0.21414800874316012,0.9144403995569435,1,6,26
2016,China,Volleyball,-0.06814644659412361,-0.22851547244951506,-0.970552159274903,-0.21414800874316012,0.9144403995569435,12,12,120
2016,France,Judo,-0.2720797484067361,-0.22851547244951506,0.032608959442167886,-0.09320475896048647,-0.3775944367436021,2,5,32
2016,Germany,Equestrianism,-0.2720797484067361,-0.22851547244951506,-0.7699199355314889,0.04501609793399769,-0.22015693584413826,5,15,85
2016,Italy,Fencing,-0.2720797484067361,-0.22851547244951506,-0.3686554880446605,-0.7209578173562687,-0.4636304438400668,2,14,80
2016,Italy,Judo,-0.2720797484067361,-0.22851547244951506,0.032608959442167886,-0.7209578173562687,-0.4636304438400668,1,2,15
2016,Italy,Shooting,-0.2720797484067361,-0.22851547244951506,0.132925071313875,-0.7209578173562687,-0.4636304438400668,4,7,55
2016,Italy,Swimming,-0.2720797484067361,-0.22851547244951506,1.8382989731328954,-0.7209578173562687,-0.4636304438400668,1,4,19
2016,Italy,Volleyball,-0.2720797484067361,-0.22851547244951506,-0.970552159274903,-0.7209578173562687,-0.4636304438400668,0,12,60
2016,Japan,Badminton,-0.2720797484067361,-0.22851547244951506,-0.8702360474031959,-0.4848305201615249,-0.003734630019097177,2,3,22
2016,Japan,Gymnastics,-0.2720797484067361,-0.22851547244951506,0.4338734069289963,-0.4848305201615249,-0.003734630019097177,6,7,62
2016,Japan,Judo,-0.2720797484067361,-0.22851547244951506,0.032608959442167886,-0.4848305201615249,-0.003734630019097177,3,12,51
2016,Japan,Swimming,-0.2720797484067361,-0.22851547244951506,1.8382989731328954,-0.4848305201615249,-0.003734630019097177,2,10,42
2016,Japan,Tennis,-0.2720797484067361,-0.22851547244951506,-0.8702360474031959,-0.4848305201615249,-0.003734630019097177,0,1,2
2016,Russia,Fencing,0.5436534588437137,-0.22851547244951506,-0.3686554880446605,-0.7036802102444581,-0.5530235808435737,9,15,105
2016,Russia,Gymnastics,-0.2720797484067361,-0.22851547244951506,0.4338734069289963,-0.7036802102444581,-0.5530235808435737,1,16,76
2016,Russia,Judo,-0.2720797484067361,-0.22851547244951506,0.032608959442167886,-0.7036802102444581,-0.5530235808435737,2,3,22
2016,Russia,Shooting,-0.2720797484067361,-0.22851547244951506,0.132925071313875,-0.7036802102444581,-0.5530235808435737,0,4,14
2016,Russia,Swimming,-0.2720797484067361,-0.22851547244951506,1.8382989731328954,-0.7036802102444581,-0.5530235808435737,0,4,14
2016,Switzerland,Tennis,-0.2720797484067361,-0.22851547244951506,-0.8702360474031959,-2.143480802895335,-0.6405118262135294,0,2,10
2016,United States,Equestrianism,0.9515200624689386,-0.22851547244951506,-0.7699199355314889,1.0298397033071973,2.032500543134138,0,9,30
2016,United States,Fencing,-0.2720797484067361,-0.22851547244951506,-0.3686554880446605,1.0298397033071973,2.032500543134138,0,10,26
2016,United States,Gymnastics,-0.2720797484067361,-0.22851547244951506,0.4338734069289963,1.0298397033071973,2.032500543134138,8,16,114
2016,United States,Judo,-0.2720797484067361,-0.22851547244951506,0.032608959442167886,1.0298397033071973,2.032500543134138,1,2,15
2016,United States,Shooting,-0.2720797484067361,-0.22851547244951506,0.132925071313875,1.0298397033071973,2.032500543134138,1,3,14
2016,United States,Swimming,-0.2720797484067361,-0.22851547244951506,1.8382989731328954,1.0298397033071973,2.032500543134138,48,71,568
2016,United States,Volleyball,-0.2720797484067361,-0.22851547244951506,-0.970552159274903,1.0298397033071973,2.032500543134138,0,24,48
2020,Australia,Swimming,-0.2720797484067361,-0.22851547244951506,2.1392473087480166,0.6785283587003834,-0.5406113181724106,20,53,275
2020,Australia,Tennis,-0.2720797484067361,-0.22851547244951506,-1.3718166067617314,0.6785283587003834,-0.5406113181724106,0,2,4
2020,Brazil,Judo,-0.2720797484067361,-0.22851547244951506,0.132925071313875,-0.6000145675735951,-0.5241954044000126,0,2,4
2020,Brazil,Swimming,-0.2720797484067361,-0.22851547244951506,2.1392473087480166,-0.6000145675735951,-0.5241954044000126,0,2,4
2020,Brazil,Tennis,-0.2720797484067361,-0.22851547244951506,-1.3718166067617314,-0.6000145675735951,-0.5241954044000126,0,2,4
2020,Brazil,Volleyball,-0.2720797484067361,-0.22851547244951506,-0.970552159274903,-0.6000145675735951,-0.5241954044000126,0,12,60
2020,China,Badminton,-0.2720797484067361,-0.22851547244951506,-1.3718166067617314,0.309939406981759,1.4508474672262048,3,10,65
2020,China,Fencing,-0.2720797484067361,-0.22851547244951506,-0.1680232643012463,0.309939406981759,1.4508474672262048,1,1,10
2020,China,Shooting,2.7869197787824507,-0.22851547244951506,0.132925071313875,0.309939406981759,1.4508474672262048,6,13,77
2020,China,Swimming,-0.2720797484067361,-0.22851547244951506,2.1392473087480166,0.309939406981759,1.4508474672262048,8,14,107
2020,France,Judo,-0.2720797484067361,-0.22851547244951506,0.132925071313875,0.10260812164003276,-0.35161555680899764,12,18,141
2020,France,Volleyball,-0.2720797484067361,-0.22851547244951506,-0.970552159274903,0.10260812164003276,-0.35161555680899764,12,12,120
2020,Germany,Equestrian,0.9515200624689386,-0.22851547244951506,-0.7699199355314889,0.4424010615056396,-0.16111414761657156,6,7,65
2020,Indonesia,Badminton,-0.2720797484067361,-0.22851547244951506,-1.3718166067617314,-2.794270670773531,-0.5857251303841541,2,3,22
2020,Italy,Fencing,-0.2720797484067361,-0.22851547244951506,-0.1680232643012463,0.021979288451583662,-0.46077347524026174,0,28,92
2020,Italy,Judo,-0.2720797484067361,-0.22851547244951506,0.132925071313875,0.021979288451583662,-0.46077347524026174,0,2,4
2020,Italy,Shooting,-0.2720797484067361,-0.22851547244951506,0.132925071313875,0.021979288451583662,-0.46077347524026174,0,1,5
2020,Italy,Swimming,-0.2720797484067361,-0.22851547244951506,2.1392473087480166,0.021979288451583662,-0.46077347524026174,0,13,44
2020,Japan,Badminton,1.0874755970106802,4.376071297408213,-1.3718166067617314,1.5366495119203059,0.003703757138916354,0,2,4
2020,Japan,Fencing,-0.2720797484067361,4.376071297408213,-0.1680232643012463,1.5366495119203059,0.003703757138916354,4,4,40
2020,Japan,Judo,-0.2720797484067361,4.376071297408213,0.132925071313875,1.5366495119203059,0.003703757138916354,9,23,157
2020,Japan,Swimming,-0.2720797484067361,4.376071297408213,2.1392473087480166,1.5366495119203059,0.003703757138916354,2,3,25
2020,Russia,Fencing,0.5436534588437137,-0.22851547244951506,-0.1680232643012463,0.2350697761639134,-0.5224237415748495,9,20,142
2020,Russia,Judo,-0.2720797484067361,-0.22851547244951506,0.132925071313875,0.2350697761639134,-0.5224237415748495,0,3,6
2020,Russia,Shooting,-0.2720797484067361,-0.22851547244951506,0.132925071313875,0.2350697761639134,-0.5224237415748495,2,10,51
2020,Russia,Swimming,-0.2720797484067361,-0.22851547244951506,2.1392473087480166,0.2350697761639134,-0.5224237415748495,2,10,57
2020,Russia,Tennis,-0.2720797484067361,-0.22851547244951506,-1.3718166067617314,0.2350697761639134,-0.5224237415748495,2,5,35
2020,Russia,Volleyball,-0.2720797484067361,-0.22851547244951506,-0.970552159274903,0.2350697761639134,-0.5224237415748495,0,12,60
2020,South Korea,Badminton,-0.2720797484067361,-0.22851547244951506,-1.3718166067617314,-1.0492323524806686,-0.4846009238527035,0,2,4
2020,Switzerland,Tennis,-0.2720797484067361,-0.22851547244951506,-1.3718166067617314,-1.8670390891063664,-0.6326051464333419,1,3,20
2020,United States,Fencing,-0.2720797484067361,-0.22851547244951506,-0.1680232643012463,1.9340344754919478,2.408613731464965,1,5,18
2020,United States,Shooting,-0.2720797484067361,-0.22851547244951506,0.132925071313875,1.9340344754919478,2.408613731464965,3,8,49
2020,United States,Swimming,-0.2720797484067361,-0.22851547244951506,2.1392473087480166,1.9340344754919478,2.408613731464965,22,59,360
2020,United States,Volleyball,-0.2720797484067361,-0.22851547244951506,-0.970552159274903,1.9340344754919478,2.408613731464965,12,12,120
2024,Australia,Shooting,-0.2720797484067361,-0.22851547244951506,0.132925071313875,0.741879584777022,-0.4761099848463627,0,1,2
2024,Australia,Swimming,-0.2720797484067361,-0.22851547244951506,2.1392473087480166,0.741879584777022,-0.4761099848463627,17,51,295
2024,Australia,Tennis,-0.2720797484067361,-0.22851547244951506,-1.3718166067617314,0.741879584777022,-0.4761099848463627,2,2,20
2024,Brazil,Judo,-0.2720797484067361,-0.22851547244951506,0.132925071313875,-0.6864026031326477,-0.41909853021113835,1,13,37
2024,Brazil,Volleyball,-0.2720797484067361,-0.22851547244951506,-1.1711843830183173,-0.6864026031326477,-0.41909853021113835,0,13,26
2024,Canada,Fencing,-0.2720797484067361,-0.22851547244951506,-0.1680232643012463,0.10260812164003276,-0.41520686212824953,0,1,2
2024,China,Badminton,-0.2720797484067361,-0.22851547244951506,-1.3718166067617314,0.38480903779960457,1.9540765780212377,4,9,65
2024,China,Judo,-0.2720797484067361,-0.22851547244951506,0.132925071313875,0.38480903779960457,1.9540765780212377,0,1,2
2024,China,Shooting,-0.2720797484067361,-0.22851547244951506,0.132925071313875,0.38480903779960457,1.9540765780212377,6,12,78
2024,China,Swimming,-0.2720797484067361,-0.22851547244951506,2.1392473087480166,0.38480903779960457,1.9540765780212377,6,36,144
2024,China,Tennis,-0.2720797484067361,-0.22851547244951506,-1.3718166067617314,0.38480903779960457,1.9540765780212377,1,3,20
2024,France,Judo,-0.2720797484067361,4.376071297408213,0.132925071313875,1.617278345108755,-0.27367109737412715,15,23,172
2024,France,Volleyball,-0.2720797484067361,4.376071297408213,-1.1711843830183173,1.617278345108755,-0.27367109737412715,13,13,130
2024,Germany,Equestrian,0.9515200624689386,-0.22851547244951506,-0.7699199355314889,0.730361180035815,-0.04705922212085123,7,8,75
2024,Indonesia,Badminton,-0.2720797484067361,-0.22851547244951506,-1.3718166067617314,-2.7885114684029277,-0.5350399048143316,0,1,2
2024,Italy,Fencing,-0.2720797484067361,-0.22851547244951506,-0.1680232643012463,0.5172706923234852,-0.3913475448307448,8,28,174
2024,Italy,Judo,-0.2720797484067361,-0.22851547244951506,0.132925071313875,0.5172706923234852,-0.3913475448307448,1,1,10
2024,Italy,Shooting,-0.2720797484067361,-0.22851547244951506,0.132925071313875,0.5172706923234852,-0.3913475448307448,2,5,32
2024,Italy,Swimming,-0.2720797484067361,-0.22851547244951506,2.1392473087480166,0.5172706923234852,-0.3913475448307448,2,8,32
2024,Italy,Tennis,-0.2720797484067361,-0.22851547244951506,-1.3718166067617314,0.5172706923234852,-0.3913475448307448,2,3,22
2024,Italy,Volleyball,-0.2720797484067361,-0.22851547244951506,-1.1711843830183173,0.5172706923234852,-0.3913475448307448,13,13,130
2024,Japan,Badminton,1.0874755970106802,-0.22851547244951506,-1.3718166067617314,0.44816026387624314,-0.1414758081476056,0,4,8
2024,Japan,Fencing,-0.2720797484067361,-0.22851547244951506,-0.1680232643012463,0.44816026387624314,-0.1414758081476056,5,17,86
2024,Japan,Judo,-0.2720797484067361,-0.22851547244951506,0.132925071313875,0.44816026387624314,-0.1414758081476056,3,21,111
2024,Japan,Swimming,-0.2720797484067361,-0.22851547244951506,2.1392473087480166,0.44816026387624314,-0.1414758081476056,0,1,5
2024,United States,Fencing,-0.2720797484067361,-0.22851547244951506,-0.1680232643012463,1.922516070750741,3.5614418727447346,5,7,57
2024,United States,Shooting,-0.2720797484067361,-0.22851547244951506,0.132925071313875,1.922516070750741,3.5614418727447346,1,6,32
2024,United States,Swimming,-0.2720797484067361,-0.22851547244951506,2.1392473087480166,1.922516070750741,3.5614418727447346,27,69,459
2024,United States,Tennis,-0.2720797484067361,-0.22851547244951506,-1.3718166067617314,1.922516070750741,3.5614418727447346,0,4,14
2024,United States,Volleyball,-0.2720797484067361,-0.22851547244951506,-1.1711843830183173,1.922516070750741,3.5614418727447346,0,26,91
2028,Australia,Shooting,-0.3400575156776069,-0.22851547244951506,0.132925071313875,0.741879584777022,-0.4283705470819373,-1,-1,-1
2028,Australia,Swimming,-0.3400575156776069,-0.22851547244951506,2.1392473087480166,0.741879584777022,-0.4283705470819373,-1,-1,-1
2028,Australia,Tennis,-0.3400575156776069,-0.22851547244951506,-1.3718166067617314,0.741879584777022,-0.4283705470819373,-1,-1,-1
2028,Brazil,Judo,-0.3400575156776069,-0.22851547244951506,0.132925071313875,-0.6864026031326477,-0.34220411444104853,-1,-1,-1
2028,Brazil,Volleyball,-0.3400575156776069,-0.22851547244951506,-1.1711843830183173,-0.6864026031326477,-0.34220411444104853,-1,-1,-1
2028,Canada,Fencing,-0.3400575156776069,-0.22851547244951506,-0.1680232643012463,0.10260812164003276,-0.34716456379521327,-1,-1,-1
2028,China,Shooting,-0.3400575156776069,-0.22851547244951506,0.132925071313875,0.38480903779960457,2.698617290135224,-1,-1,-1
2028,China,Swimming,-0.3400575156776069,-0.22851547244951506,2.1392473087480166,0.38480903779960457,2.698617290135224,-1,-1,-1
2028,China,Badminton,-0.3400575156776069,-0.22851547244951506,-1.3718166067617314,0.38480903779960457,2.698617290135224,-1,-1,-1
2028,China,Judo,-0.3400575156776069,-0.22851547244951506,0.132925071313875,0.38480903779960457,2.698617290135224,-1,-1,-1
2028,China,Tennis,-0.3400575156776069,-0.22851547244951506,-1.3718166067617314,0.38480903779960457,2.698617290135224,-1,-1,-1
2028,France,Judo,-0.3400575156776069,4.376071297408213,0.132925071313875,1.617278345108755,-0.20901160094443383,-1,-1,-1
2028,France,Volleyball,-0.3400575156776069,4.376071297408213,-1.1711843830183173,1.617278345108755,-0.20901160094443383,-1,-1,-1
2028,Germany,Equestrian,-0.3400575156776069,-0.22851547244951506,-0.7699199355314889,0.730361180035815,0.05702095249039151,-1,-1,-1
2028,Indonesia,Badminton,-0.3400575156776069,-0.22851547244951506,-1.3718166067617314,-2.7885114684029277,-0.46406406451321425,-1,-1,-1
2028,Italy,Fencing,-0.3400575156776069,-0.22851547244951506,-0.1680232643012463,0.5172706923234852,-0.3489762100169137,-1,-1,-1
2028,Italy,Judo,-0.3400575156776069,-0.22851547244951506,0.132925071313875,0.5172706923234852,-0.3489762100169137,-1,-1,-1
2028,Italy,Shooting,-0.3400575156776069,-0.22851547244951506,0.132925071313875,0.5172706923234852,-0.3489762100169137,-1,-1,-1
2028,Italy,Volleyball,-0.3400575156776069,-0.22851547244951506,-1.1711843830183173,0.5172706923234852,-0.3489762100169137,-1,-1,-1
2028,Italy,Swimming,-0.3400575156776069,-0.22851547244951506,2.1392473087480166,0.5172706923234852,-0.3489762100169137,-1,-1,-1
2028,Italy,Tennis,-0.3400575156776069,-0.22851547244951506,-1.3718166067617314,0.5172706923234852,-0.3489762100169137,-1,-1,-1
2028,Japan,Judo,-0.3400575156776069,-0.22851547244951506,0.132925071313875,0.44816026387624314,-0.011711686478798786,-1,-1,-1
2028,Japan,Swimming,-0.3400575156776069,-0.22851547244951506,2.1392473087480166,0.44816026387624314,-0.011711686478798786,-1,-1,-1
2028,Japan,Fencing,-0.3400575156776069,-0.22851547244951506,-0.1680232643012463,0.44816026387624314,-0.011711686478798786,-1,-1,-1
2028,Japan,Badminton,-0.3400575156776069,-0.22851547244951506,-1.3718166067617314,0.44816026387624314,-0.011711686478798786,-1,-1,-1
2028,United States,Fencing,-0.3400575156776069,-0.22851547244951506,-0.1680232643012463,1.922516070750741,4.28855764359954,-1,-1,-1
2028,United States,Shooting,-0.3400575156776069,-0.22851547244951506,0.132925071313875,1.922516070750741,4.28855764359954,-1,-1,-1
2028,United States,Swimming,-0.3400575156776069,-0.22851547244951506,2.1392473087480166,1.922516070750741,4.28855764359954,-1,-1,-1
2028,United States,Volleyball,-0.3400575156776069,-0.22851547244951506,-1.1711843830183173,1.922516070750741,4.28855764359954,-1,-1,-1
2028,United States,Tennis,-0.3400575156776069,-0.22851547244951506,-1.3718166067617314,1.922516070750741,4.28855764359954,-1,-1,-1
